Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
SeqSeq/xmonad/66,0.15158386760499,0.15109436209535315,0.1518484268046054,5.218178090429633e-4,2.470170992547957e-4,8.130918730604568e-4
SeqSeq/xmonad/79,0.19330380311132303,0.19287908310070634,0.19421021769651106,8.047841288282218e-4,2.638019166895549e-4,1.143474502011055e-3
SeqSeq/xmonad/93,0.26973449268378313,0.25948230327107014,0.2843694850802422,1.5174546429421362e-2,7.600308904311224e-3,2.005338392717885e-2
SeqSeq/xmonad/106,0.30402147815562786,0.30302696194499734,0.3046797836199403,1.0423370057270752e-3,5.096431228706343e-4,1.5429927403635478e-3
SeqSeq/xmonad/119,0.3680841378130329,0.3671949388808571,0.3697017027880065,1.5990207926957992e-3,1.0722192625203797e-4,1.9297077554500852e-3
SeqSeq/primitive/1,6.422428900214489e-4,6.415265426930002e-4,6.432004976476319e-4,2.822322891179911e-6,2.1147321598118304e-6,3.974088148589404e-6
SeqSeq/primitive/10,2.089664856839716e-2,2.0793949591104106e-2,2.1047629969326236e-2,2.79568712290374e-4,1.8681204847523705e-4,3.373672733398996e-4
SeqSeq/primitive/19,4.928920942660923e-2,4.907255949489871e-2,4.9921042159704374e-2,6.469878513753604e-4,2.0604521091434997e-4,1.1438176461334713e-3
SeqSeq/primitive/29,9.325775247830176e-2,9.31581681281348e-2,9.347257016627429e-2,2.4181135659224852e-4,9.394535511639791e-5,3.9582546331615843e-4
SeqSeq/primitive/38,0.13242992459327935,0.13225464712359963,0.1327703540335365,3.7484886068759487e-4,1.411745855662867e-4,6.106772258859634e-4
SeqSeq/primitive/48,0.1827567605663919,0.1816986815020856,0.18575944437955816,2.429773260791404e-3,6.308658592138168e-5,3.389896735756973e-3
SeqSeq/primitive/57,0.23038068152188015,0.22943928323996565,0.23196113827483109,1.7890330991145284e-3,4.347421615941763e-4,2.5439214435965057e-3
SeqSeq/primitive/67,0.27480367896147073,0.27421396248973906,0.27526745188981294,6.917210119132637e-4,4.4161298624757083e-4,1.058907496628304e-3
SeqSeq/primitive/76,0.3431977976579219,0.3421394162578508,0.3439187597250566,1.0369784566074802e-3,4.752443637698889e-4,1.3373493965205055e-3
SeqSeq/primitive/86,0.4290890339955998,0.4017030695880142,0.4554404648952186,3.0485009522109616e-2,2.5599654176440154e-2,3.2178420288294735e-2
